,Location,Exc_deaths_2017,Exc_deaths_2018,Exc_deaths_2019,Exc_deaths_2020,Exc_deaths_2021,Exc_deaths_2022,Week Ending Date,Observed Number,Upper Bound Threshold,Exceeds Threshold,Average Expected Count,Excess Estimate,Total Excess Estimate,Percent Excess Estimate,Year,Type,Outcome,Suppress,Note
54,Alabama,2649,4062,945,20726,29283,14805,2021-02-27,1315.0,1169,True,1105,210,29601,19.0103943603524,2021,Predicted (weighted),All causes,,
55,Alabama,2649,4062,945,20726,29283,14805,2021-03-13,1189.0,1157,True,1091,98,29601,8.98229480250427,2021,Predicted (weighted),All causes,,
56,Alabama,2649,4062,945,20726,29283,14805,2021-03-27,1191.0,1144,True,1078,113,29601,10.4776755588626,2021,Predicted (weighted),All causes,,
57,Alabama,2649,4062,945,20726,29283,14805,2021-04-10,1209.0,1128,True,1065,144,29601,13.5248666908393,2021,Predicted (weighted),All causes,,
58,Alabama,2649,4062,945,20726,29283,14805,2021-04-17,1170.0,1117,True,1056,114,29601,10.7952155044026,2021,Predicted (weighted),All causes,,
59,Alabama,2649,4062,945,20726,29283,14805,2021-05-01,1192.0,1105,True,1045,147,29601,14.0717568039487,2021,Predicted (weighted),All causes,,
60,Alabama,2649,4062,945,20726,29283,14805,2021-05-08,1156.0,1096,True,1036,120,29601,11.5789211378822,2021,Predicted (weighted),All causes,,
61,Alabama,2649,4062,945,20726,29283,14805,2021-05-15,1095.0,1088,True,1031,64,29601,6.2079764553906,2021,Predicted (weighted),All causes,,
62,Alabama,2649,4062,945,20726,29283,14805,2021-05-22,1095.0,1089,True,1028,67,29601,6.51579965413045,2021,Predicted (weighted),All causes,,
63,Alabama,2649,4062,945,20726,29283,14805,2021-06-05,1086.0,1080,True,1022,64,29601,6.26166888110351,2021,Predicted (weighted),All causes,,
64,Alabama,2649,4062,945,20726,29283,14805,2021-06-12,1111.0,1072,True,1016,95,29601,9.34802079150526,2021,Predicted (weighted),All causes,,
65,Alabama,2649,4062,945,20726,29283,14805,2021-06-19,1135.0,1070,True,1013,122,29601,12.0427502132325,2021,Predicted (weighted),All causes,,
66,Alabama,2649,4062,945,20726,29283,14805,2021-06-26,1074.0,1068,True,1010,64,29601,6.33383283066711,2021,Predicted (weighted),All causes,,
67,Alabama,2649,4062,945,20726,29283,14805,2021-07-10,1133.0,1062,True,1005,128,29601,12.7302223904679,2021,Predicted (weighted),All causes,,
68,Alabama,2649,4062,945,20726,29283,14805,2021-07-24,1105.0,1060,True,1004,101,29601,10.0632047526198,2021,Predicted (weighted),All causes,,
69,Alabama,2649,4062,945,20726,29283,14805,2021-07-31,1170.0,1059,True,1002,168,29601,16.7650154979855,2021,Predicted (weighted),All causes,,
70,Alabama,2649,4062,945,20726,29283,14805,2021-08-07,1330.0,1057,True,1000,330,29601,32.994568789479,2021,Predicted (weighted),All causes,,
71,Alabama,2649,4062,945,20726,29283,14805,2021-08-14,1441.0,1058,True,1000,441,29601,44.0826584932596,2021,Predicted (weighted),All causes,,
72,Alabama,2649,4062,945,20726,29283,14805,2021-08-21,1577.0,1059,True,1002,575,29601,57.3844114913071,2021,Predicted (weighted),All causes,,
73,Alabama,2649,4062,945,20726,29283,14805,2021-08-28,1619.0,1056,True,1000,619,29601,61.895832870901,2021,Predicted (weighted),All causes,,
74,Alabama,2649,4062,945,20726,29283,14805,2021-09-04,1607.0,1057,True,999,608,29601,60.8316766326516,2021,Predicted (weighted),All causes,,
75,Alabama,2649,4062,945,20726,29283,14805,2021-09-11,1750.0,1057,True,999,751,29601,75.1640676970281,2021,Predicted (weighted),All causes,,
76,Alabama,2649,4062,945,20726,29283,14805,2021-09-18,1586.0,1060,True,1002,584,29601,58.2813803548851,2021,Predicted (weighted),All causes,,
77,Alabama,2649,4062,945,20726,29283,14805,2021-09-25,1450.0,1057,True,1001,449,29601,44.8354730749669,2021,Predicted (weighted),All causes,,
78,Alabama,2649,4062,945,20726,29283,14805,2021-10-02,1496.0,1057,True,1002,494,29601,49.3255738434472,2021,Predicted (weighted),All causes,,
79,Alabama,2649,4062,945,20726,29283,14805,2021-10-09,1371.0,1070,True,1011,360,29601,35.6112550978509,2021,Predicted (weighted),All causes,,
80,Alabama,2649,4062,945,20726,29283,14805,2021-10-16,1278.0,1075,True,1015,263,29601,25.92015209899,2021,Predicted (weighted),All causes,,
81,Alabama,2649,4062,945,20726,29283,14805,2021-10-23,1211.0,1083,True,1022,189,29601,18.5020481893487,2021,Predicted (weighted),All causes,,
82,Alabama,2649,4062,945,20726,29283,14805,2021-10-30,1121.0,1092,True,1028,93,29601,9.04316474807677,2021,Predicted (weighted),All causes,,
83,Alabama,2649,4062,945,20726,29283,14805,2021-11-06,1188.0,1105,True,1040,148,29601,14.2256196158571,2021,Predicted (weighted),All causes,,
84,Alabama,2649,4062,945,20726,29283,14805,2021-11-13,1177.0,1114,True,1046,131,29601,12.5252993046998,2021,Predicted (weighted),All causes,,
85,Alabama,2649,4062,945,20726,29283,14805,2021-11-27,1188.0,1139,True,1070,118,29601,11.0324370912961,2021,Predicted (weighted),All causes,,
86,Alabama,2649,4062,945,20726,29283,14805,2021-12-04,1257.0,1144,True,1077,180,29601,16.7163891034604,2021,Predicted (weighted),All causes,,
87,Alabama,2649,4062,945,20726,29283,14805,2021-12-11,1247.0,1157,True,1090,157,29601,14.4019839719739,2021,Predicted (weighted),All causes,,
88,Alabama,2649,4062,945,20726,29283,14805,2022-01-01,1253.0,1172,True,1112,141,29601,12.6849506275074,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
89,Alabama,2649,4062,945,20726,29283,14805,2022-01-08,1330.0,1177,True,1117,213,29601,19.0771010048689,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
90,Alabama,2649,4062,945,20726,29283,14805,2022-01-15,1521.0,1182,True,1122,399,29601,35.5590263626126,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
91,Alabama,2649,4062,945,20726,29283,14805,2022-01-22,1500.0,1180,True,1120,380,29601,33.9158767849702,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
92,Alabama,2649,4062,945,20726,29283,14805,2022-01-29,1697.0,1181,True,1122,575,29601,51.2641616802852,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
93,Alabama,2649,4062,945,20726,29283,14805,2022-02-05,1677.0,1179,True,1119,558,29601,49.84716245045,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
94,Alabama,2649,4062,945,20726,29283,14805,2022-02-12,1604.0,1178,True,1118,486,29601,43.4791885189933,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
95,Alabama,2649,4062,945,20726,29283,14805,2022-02-19,1477.0,1177,True,1118,359,29601,32.1221286831751,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
96,Alabama,2649,4062,945,20726,29283,14805,2022-02-26,1334.0,1172,True,1111,223,29601,20.0679081939277,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
97,Alabama,2649,4062,945,20726,29283,14805,2022-03-05,1196.0,1167,True,1105,91,29601,8.23531910451044,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
98,Alabama,2649,4062,945,20726,29283,14805,2022-03-12,1183.0,1162,True,1100,83,29601,7.54600652044082,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
99,Alabama,2649,4062,945,20726,29283,14805,2022-05-28,1113.0,1098,True,1037,76,29601,7.32532608319509,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
100,Alabama,2649,4062,945,20726,29283,14805,2022-07-02,1107.0,1076,True,1018,89,29601,8.74458235580863,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
101,Alabama,2649,4062,945,20726,29283,14805,2022-07-16,1110.0,1071,True,1015,95,29601,9.36351892296506,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
102,Alabama,2649,4062,945,20726,29283,14805,2022-07-23,1130.0,1072,True,1014,116,29601,11.439326059604,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
103,Alabama,2649,4062,945,20726,29283,14805,2022-07-30,1095.0,1068,True,1010,85,29601,8.41338816842887,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
104,Alabama,2649,4062,945,20726,29283,14805,2022-08-06,1108.0,1072,True,1013,95,29601,9.37500781340863,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
105,Alabama,2649,4062,945,20726,29283,14805,2022-08-13,1099.0,1069,True,1011,88,29601,8.70216843505005,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
106,Alabama,2649,4062,945,20726,29283,14805,2022-08-20,1105.0,1069,True,1013,92,29601,9.08402021370603,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
107,Alabama,2649,4062,945,20726,29283,14805,2022-08-27,1067.0,1064,True,1008,59,29601,5.85049165437677,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
108,Alabama,2649,4062,945,20726,29283,14805,2022-09-03,1090.0,1063,True,1006,84,29601,8.35270448862014,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
109,Alabama,2649,4062,945,20726,29283,14805,2022-09-17,1121.0,1067,True,1009,112,29601,11.1002062903648,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
110,Alabama,2649,4062,945,20726,29283,14805,2022-09-24,1104.0,1064,True,1009,95,29601,9.41298402175161,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
111,Alabama,2649,4062,945,20726,29283,14805,2022-10-01,1090.0,1069,True,1013,77,29601,7.59952320411628,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
112,Alabama,2649,4062,945,20726,29283,14805,2022-10-08,1120.0,1079,True,1020,100,29601,9.80534853222577,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
113,Alabama,2649,4062,945,20726,29283,14805,2022-10-15,1147.0,1086,True,1026,121,29601,11.7990065834156,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
114,Alabama,2649,4062,945,20726,29283,14805,2022-10-22,1166.0,1095,True,1033,133,29601,12.8768770329976,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
115,Alabama,2649,4062,945,20726,29283,14805,2022-10-29,1134.0,1102,True,1038,96,29601,9.24662794172703,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
116,Alabama,2649,4062,945,20726,29283,14805,2022-11-05,1146.0,1109,True,1046,100,29601,9.56404972850894,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
117,Alabama,2649,4062,945,20726,29283,14805,2022-11-19,1156.0,1131,True,1062,94,29601,8.84921346637203,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
118,Alabama,2649,4062,945,20726,29283,14805,2022-11-26,1177.0,1146,True,1076,101,29601,9.38373019510397,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
119,Alabama,2649,4062,945,20726,29283,14805,2022-12-03,1228.0,1156,True,1087,141,29601,12.9755295131136,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
120,Alabama,2649,4062,945,20726,29283,14805,2022-12-10,1190.0,1165,True,1098,92,29601,8.3822905192052,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
121,Alabama,2649,4062,945,20726,29283,14805,2022-12-24,1221.0,1182,True,1119,102,29601,9.11504868536347,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
122,Alabama,2649,4062,945,20726,29283,14805,2022-12-31,1261.0,1188,True,1128,133,29601,11.792650345781,2022,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
123,Alabama,2649,4062,945,20726,29283,14805,2023-01-07,1230.0,1190,True,1127,103,29601,9.13597500870315,2023,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.Weights may be too low to account for underreporting, numbers of deaths are likely underestimated."
124,Alabama,2649,4062,945,20726,29283,14805,2023-01-14,1224.0,1194,True,1133,91,29601,8.03297521056241,2023,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
125,Alabama,2649,4062,945,20726,29283,14805,2023-01-21,1257.0,1193,True,1133,124,29601,10.9448830286515,2023,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
126,Alabama,2649,4062,945,20726,29283,14805,2023-02-11,1234.0,1187,True,1125,109,29601,9.69274958154823,2023,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.Weights may be too low to account for underreporting, numbers of deaths are likely underestimated."
127,Alabama,2649,4062,945,20726,29283,14805,2023-02-25,1220.0,1184,True,1123,97,29601,8.63808226603207,2023,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
128,Alabama,2649,4062,945,20726,29283,14805,2023-04-01,1180.0,1160,True,1095,85,29601,7.76406190251502,2023,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
129,Alabama,2649,4062,945,20726,29283,14805,2023-05-13,1158.0,1130,True,1070,88,29601,8.22517289034491,2023,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
130,Alabama,2649,4062,945,20726,29283,14805,2023-05-20,1126.0,1121,True,1060,66,29601,6.22584818570917,2023,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
131,Alabama,2649,4062,945,20726,29283,14805,2023-07-08,1134.0,1099,True,1037,97,29601,9.35319494428156,2023,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
132,Alabama,2649,4062,945,20726,29283,14805,2017-05-13,1064.0,1041,True,972,92,8968,9.46490078237786,2017,Predicted (weighted),"All causes, excluding COVID-19",,
133,Alabama,2649,4062,945,20726,29283,14805,2018-01-06,1248.0,1157,True,1082,166,8968,15.3447612637182,2018,Predicted (weighted),"All causes, excluding COVID-19",,
134,Alabama,2649,4062,945,20726,29283,14805,2018-01-13,1301.0,1161,True,1089,212,8968,19.4701221876049,2018,Predicted (weighted),"All causes, excluding COVID-19",,
135,Alabama,2649,4062,945,20726,29283,14805,2018-01-20,1275.0,1163,True,1092,183,8968,16.7575700554423,2018,Predicted (weighted),"All causes, excluding COVID-19",,
136,Alabama,2649,4062,945,20726,29283,14805,2018-01-27,1286.0,1162,True,1091,195,8968,17.8655518758075,2018,Predicted (weighted),"All causes, excluding COVID-19",,
137,Alabama,2649,4062,945,20726,29283,14805,2018-02-10,1181.0,1158,True,1086,95,8968,8.75106477245054,2018,Predicted (weighted),"All causes, excluding COVID-19",,
138,Alabama,2649,4062,945,20726,29283,14805,2020-06-06,1082.0,1068,True,1003,79,8968,7.87662865698588,2020,Predicted (weighted),"All causes, excluding COVID-19",,
139,Alabama,2649,4062,945,20726,29283,14805,2020-06-13,1057.0,1055,True,996,61,8968,6.12502720976959,2020,Predicted (weighted),"All causes, excluding COVID-19",,
140,Alabama,2649,4062,945,20726,29283,14805,2020-07-04,1076.0,1050,True,989,87,8968,8.79715872805151,2020,Predicted (weighted),"All causes, excluding COVID-19",,
141,Alabama,2649,4062,945,20726,29283,14805,2020-07-11,1130.0,1048,True,987,143,8968,14.4902278934339,2020,Predicted (weighted),"All causes, excluding COVID-19",,
142,Alabama,2649,4062,945,20726,29283,14805,2020-07-18,1097.0,1042,True,983,114,8968,11.5913738146695,2020,Predicted (weighted),"All causes, excluding COVID-19",,
143,Alabama,2649,4062,945,20726,29283,14805,2020-07-25,1082.0,1042,True,983,99,8968,10.0747335907684,2020,Predicted (weighted),"All causes, excluding COVID-19",,
144,Alabama,2649,4062,945,20726,29283,14805,2020-08-01,1101.0,1041,True,980,121,8968,12.34179992433,2020,Predicted (weighted),"All causes, excluding COVID-19",,
145,Alabama,2649,4062,945,20726,29283,14805,2020-08-08,1115.0,1042,True,980,135,8968,13.7771350313513,2020,Predicted (weighted),"All causes, excluding COVID-19",,
